1	0.0000	7186	
2	0.0000	7186	
3	0.0000	7186	
4	0.0000	7185	
5	1.6366	7184	
6	0.0031	7071	
7	0.0014	7061	
8	0.0012	7054	
9	0.0013	7049	
10	0.0013	7047	
11	0.0010	7043	
12	0.0015	7043	
13	0.0015	7039	
14	0.0016	7038	
15	0.0016	7037	
16	0.0013	7036	
17	0.0010	7035	
18	0.0013	7034	
19	0.0013	7032	
20	0.0013	7032	
21	0.0013	7033	
22	0.0013	7031	
23	0.0012	7030	
24	0.0016	7029	
25	0.0014	7028	
26	0.0014	7028	
27	0.0013	7027	
28	0.0014	7030	
29	0.0011	7026	
30	0.0013	7026	
31	0.0015	7025	
32	0.0016	7025	
33	0.0014	7025	
34	0.0011	7024	
35	0.0014	7023	
36	0.0014	7024	
37	0.0014	7023	
38	0.0014	7024	
39	0.0012	7023	
40	0.0018	7022	
41	0.0011	7021	
42	0.0011	7023	
43	0.0011	7020	
44	0.0010	7020	
45	0.0011	7019	
46	0.0011	7020	
47	0.0011	7019	
48	0.0012	7021	
49	0.0023	7019	
50	0.0012	7021	
51	0.0011	7020	
52	0.0011	7020	
53	0.0011	7019	
54	0.0010	7017	
55	0.0011	7020	
56	0.0011	7020	
57	0.0011	7019	
58	0.0016	7018	
59	0.0011	7018	
60	0.0010	7018	
61	0.0010	7018	
62	0.0010	7018	
63	0.0010	7018	
64	0.0010	7018	
65	0.0010	7016	
66	0.0013	7017	
67	0.0017	7017	
68	0.0014	7016	
69	0.0014	7018	
70	0.0014	7016	
71	0.0014	7017	
72	0.0014	7016	
73	0.0017	7014	
74	0.0016	7014	
75	0.0014	7015	
76	0.0014	7016	
77	0.0016	7015	
78	0.0015	7015	
79	0.0017	7015	
80	0.0015	7017	
81	0.0015	7015	
82	0.0015	7016	
83	0.0016	7013	
84	0.0012	7015	
85	0.0022	7015	
86	0.0016	7013	
87	0.0016	7014	
88	0.0017	7014	
89	0.0016	7014	
90	0.0016	7013	
91	0.0017	7016	
92	0.0016	7013	
93	0.0016	7013	
94	0.0017	7014	
95	0.0014	7013	
96	0.0018	7013	
97	0.0017	7014	
98	0.0016	7014	
99	0.0016	7014	
100	0.0017	7014	
101	0.0017	7042	
102	0.0023	7042	
103	0.0014	7040	
104	0.0014	7042	
105	0.0014	7042	
106	0.0014	7042	
107	0.0016	7043	
108	0.0014	7040	
109	0.0013	7043	
110	0.0012	7041	
111	0.0014	7042	
112	0.0014	7038	
113	0.0014	7040	
114	0.0020	7039	
115	0.0015	7041	
116	0.0014	7040	
117	0.0015	7040	
118	0.0015	7040	
119	0.0018	7039	
120	0.0018	7037	
121	0.0016	7040	
122	0.0019	7039	
123	0.0018	7038	
124	0.0018	7039	
125	0.0015	7039	
126	0.0014	7038	
127	0.0014	7037	
128	0.0018	7036	
129	0.0019	7039	
130	0.0019	7039	
131	0.0015	7039	
132	0.0017	7038	
133	0.0017	7038	
134	0.0025	7037	
135	0.0015	7038	
136	0.0014	7037	
137	0.0017	7039	
138	0.0020	7036	
139	0.0020	7038	
140	0.0019	7036	
141	0.0018	7036	
142	0.0019	7037	
143	0.0020	7038	
144	0.0016	7034	
145	0.0014	7035	
146	0.0015	7036	
147	0.0015	7035	
148	0.0016	7036	
149	0.0018	7035	
150	0.0016	7038	
151	0.0017	7036	
152	0.0017	7038	
153	0.0018	7035	
154	0.0016	7036	
155	0.0015	7036	
156	0.0016	7035	
157	0.0019	7036	
158	0.0020	7035	
159	0.0016	7034	
160	0.0016	7035	
161	0.0016	7035	
162	0.0017	7034	
163	0.0018	7035	
164	0.0016	7034	
165	0.0016	7036	
166	0.0016	7033	
167	0.0018	7034	
168	0.0017	7035	
169	0.0016	7034	
170	0.0016	7035	
171	0.0016	7035	
172	0.0017	7035	
173	0.0016	7035	
174	0.0016	7035	
175	0.0016	7033	
176	0.0017	7034	
177	0.0017	7034	
178	0.0016	7033	
179	0.0016	7032	
180	0.0016	7033	
181	0.0019	7033	
182	0.0017	7035	
183	0.0017	7034	
184	0.0017	7034	
185	0.0022	7035	
186	0.0018	7030	
187	0.0018	7032	
188	0.0018	7033	
189	0.0020	7035	
190	0.0022	7031	
191	0.0017	7033	
192	0.0020	7034	
193	0.0023	7031	
194	0.0021	7032	
195	0.0020	7034	
196	0.0018	7033	
197	0.0024	7032	
198	0.0021	7033	
199	0.0021	7032	
200	0.0022	7034	
201	0.0027	7077	7659	
202	0.0000	7075	
203	0.0000	7073	
204	0.0000	7077	
205	1.5918	7076	
206	0.0016	6942	
207	0.0014	6929	
208	0.0014	6925	
209	0.0012	6919	
210	0.0023	6919	
211	0.0011	6918	
212	0.0011	6914	
213	0.0011	6915	
214	0.0011	6913	
215	0.0011	6913	
216	0.0011	6912	
217	0.0014	6911	
218	0.0019	6911	
219	0.0010	6911	
220	0.0009	6907	
221	0.0008	6909	
222	0.0008	6911	
223	0.0008	6908	
224	0.0009	6907	
225	0.0009	6906	
226	0.0009	6907	
227	0.0009	6906	
228	0.0009	6908	
229	0.0009	6907	
230	0.0011	6905	
231	0.0012	6906	
232	0.0009	6905	
233	0.0010	6905	
234	0.0011	6905	
235	0.0010	6905	
236	0.0010	6904	
237	0.0010	6903	
238	0.0010	6906	
239	0.0010	6903	
240	0.0010	6904	
241	0.0014	6904	
242	0.0014	6905	
243	0.0011	6904	
244	0.0010	6904	
245	0.0010	6903	
246	0.0010	6904	
247	0.0011	6903	
248	0.0011	6901	
249	0.0011	6902	
250	0.0011	6903	
251	0.0011	6963	
252	0.0013	6963	
253	0.0011	6963	
254	0.0009	6961	
255	0.0010	6962	
256	0.0010	6965	
257	0.0011	6961	
258	0.0011	6959	
259	0.0011	6960	
260	0.0013	6960	
261	0.0014	6959	
262	0.0011	6960	
263	0.0010	6959	
264	0.0010	6960	
265	0.0010	6960	
266	0.0010	6959	
267	0.0010	6959	
268	0.0010	6961	
269	0.0010	6960	
270	0.0018	6959	
271	0.0013	6960	
272	0.0012	6958	
273	0.0012	6959	
274	0.0012	6958	
275	0.0012	6957	
276	0.0012	6958	
277	0.0016	6960	
278	0.0014	6958	
279	0.0013	6958	
280	0.0013	6956	
281	0.0012	6958	
282	0.0013	6959	
283	0.0013	6957	
284	0.0013	6959	
285	0.0014	6957	
286	0.0013	6957	
287	0.0013	6958	
288	0.0013	6957	
289	0.0013	6957	
290	0.0013	6957	
291	0.0013	6958	
292	0.0014	6957	
293	0.0014	6956	
294	0.0013	6956	
295	0.0013	6958	
296	0.0013	6955	
297	0.0013	6959	
298	0.0015	6955	
299	0.0016	6957	
300	0.0014	6956	
301	0.0013	6958	
302	0.0014	6957	
303	0.0013	6957	
304	0.0012	6955	
305	0.0018	6956	
306	0.0013	6956	
307	0.0012	6957	
308	0.0013	6954	
309	0.0013	6957	
310	0.0012	6955	
311	0.0019	6955	
312	0.0014	6956	
313	0.0014	6955	
314	0.0014	6957	
315	0.0013	6956	
316	0.0013	6954	
317	0.0016	6956	
318	0.0015	6955	
319	0.0014	6954	
320	0.0015	6955	
321	0.0014	6955	
322	0.0014	6954	
323	0.0017	6955	
324	0.0015	6955	
325	0.0015	6954	
326	0.0014	6954	
327	0.0015	6956	
328	0.0017	6954	
329	0.0017	6954	
330	0.0015	6955	
331	0.0021	6954	
332	0.0015	6954	
333	0.0017	6954	
334	0.0017	6954	
335	0.0016	6956	
336	0.0015	6954	
337	0.0015	6955	
338	0.0015	6954	
339	0.0019	6955	
340	0.0016	6955	
341	0.0015	6955	
342	0.0015	6953	
343	0.0018	6955	
344	0.0022	6955	
345	0.0017	6953	
346	0.0016	6954	
347	0.0016	6953	
348	0.0017	6955	
349	0.0025	6955	
350	0.0017	6953	
351	0.0015	6953	
352	0.0016	6955	
353	0.0020	6953	
354	0.0017	6954	
355	0.0016	6955	
356	0.0015	6953	
357	0.0015	6953	
358	0.0019	6953	
359	0.0018	6954	
360	0.0019	6953	
361	0.0019	6953	
362	0.0019	6955	
363	0.0017	6953	
364	0.0016	6953	
365	0.0016	6954	
366	0.0017	6955	
367	0.0021	6951	
368	0.0020	6954	
369	0.0020	6953	
370	0.0018	6953	
371	0.0021	6951	
372	0.0019	6955	
373	0.0016	6954	
374	0.0018	6952	
375	0.0021	6955	
376	0.0019	6953	
377	0.0018	6953	
378	0.0018	6954	
379	0.0021	6954	
380	0.0019	6953	
381	0.0017	6954	
382	0.0019	6954	
383	0.0022	6956	
384	0.0020	6953	
385	0.0024	6953	
386	0.0018	6953	
387	0.0022	6954	
388	0.0019	6950	
389	0.0019	6952	
390	0.0021	6952	
391	0.0021	6952	
392	0.0021	6952	
393	0.0020	6950	
394	0.0023	6952	
395	0.0021	6953	
396	0.0021	6951	
397	0.0021	6952	
398	0.0021	6953	
399	0.0021	6952	
400	0.0020	6952	
401	0.0023	6953	
402	0.0022	6951	
403	0.0020	6954	
404	0.0019	6951	
405	0.0022	6952	
406	0.0021	6952	
407	0.0021	6952	
408	0.0022	6952	
409	0.0022	6951	
410	0.0020	6953	
411	0.0020	6952	
412	0.0024	6952	
413	0.0022	6952	
414	0.0021	6953	
415	0.0021	6951	
416	0.0023	6953	
417	0.0021	6953	
418	0.0021	6951	
419	0.0021	6953	
420	0.0023	6951	
421	0.0020	6954	
422	0.0023	6952	
423	0.0023	6951	
424	0.0021	6953	
425	0.0021	6952	
426	0.0024	6952	
427	0.0024	6951	
428	0.0020	6951	
429	0.0024	6951	
430	0.0023	6951	
431	0.0022	6952	
432	0.0023	6953	
433	0.0023	6952	
434	0.0019	6952	
435	0.0024	6952	
436	0.0022	6953	
437	0.0021	6951	
438	0.0021	6953	
439	0.0024	6953	
440	0.0022	6953	
441	0.0021	6950	
442	0.0021	6951	
443	0.0019	6952	
444	0.0018	6951	
445	0.0018	6950	
446	0.0024	6951	
447	0.0022	6952	
448	0.0022	6949	
449	0.0025	6951	
450	0.0025	6951	
451	0.0023	6951	
452	0.0025	6954	
453	0.0022	6953	
454	0.0022	6951	
455	0.0027	6950	
456	0.0023	6950	
457	0.0022	6951	
458	0.0026	6953	
459	0.0023	6951	
460	0.0023	6950	
461	0.0024	6951	
462	0.0022	6949	
463	0.0022	6952	
464	0.0026	6952	
465	0.0021	6951	
466	0.0022	6951	
467	0.0026	6951	
468	0.0023	6951	
469	0.0021	6952	
470	0.0026	6950	
471	0.0021	6951	
472	0.0022	6951	
473	0.0030	6952	
474	0.0023	6951	
475	0.0021	6952	
476	0.0022	6950	
477	0.0020	6952	
478	0.0020	6952	
479	0.0023	6950	
480	0.0021	6951	
481	0.0020	6952	
482	0.0023	6949	
483	0.0022	6951	
484	0.0021	6950	
485	0.0023	6950	
486	0.0022	6951	
487	0.0020	6950	
488	0.0020	6950	
489	0.0022	6950	
490	0.0020	6950	
491	0.0022	6951	
492	0.0022	6952	
493	0.0021	6950	
494	0.0020	6950	
495	0.0023	6950	
496	0.0021	6950	
497	0.0022	6951	
498	0.0022	6952	
499	0.0021	6950	
500	0.0021	6950	
501	0.0023	6999	
502	0.0021	6999	
503	0.0024	6999	
504	0.0022	6998	
505	0.0024	7000	
506	0.0023	7000	
507	0.0021	6999	
508	0.0022	6999	
509	0.0023	6999	
510	0.0022	6999	
511	0.0023	6997	
512	0.0024	6999	
513	0.0022	6997	
514	0.0025	6999	
515	0.0023	6999	
516	0.0022	6999	
517	0.0024	7000	
518	0.0024	6998	
519	0.0022	6998	
520	0.0026	6999	
521	0.0021	7000	
522	0.0021	6997	
523	0.0022	7000	
524	0.0021	6998	
525	0.0021	6998	
526	0.0023	6999	
527	0.0021	6998	
528	0.0023	6998	
529	0.0022	6997	
530	0.0021	6997	
531	0.0028	6999	
532	0.0022	6999	
533	0.0021	6997	
534	0.0029	6999	
535	0.0026	6998	
536	0.0029	6998	
537	0.0025	6996	
538	0.0026	6999	
539	0.0025	6999	
540	0.0023	6998	
541	0.0022	6997	
542	0.0023	6997	
543	0.0021	6997	
544	0.0025	6998	
545	0.0024	7000	
546	0.0024	6997	
547	0.0030	6998	
548	0.0023	6997	
549	0.0025	6996	
550	0.0024	6998	
551	0.0023	6997	
552	0.0026	6997	
553	0.0023	6998	
554	0.0033	6999	
555	0.0028	6998	
556	0.0027	6999	
557	0.0027	6998	
558	0.0025	6999	
559	0.0027	6995	
560	0.0026	6998	
561	0.0024	6998	
562	0.0029	6997	
563	0.0026	6996	
564	0.0029	6999	
565	0.0026	6996	
566	0.0025	6997	
567	0.0027	6996	
568	0.0026	6997	
569	0.0028	6997	
570	0.0024	6995	
571	0.0029	6997	
572	0.0029	6997	
573	0.0028	6998	
574	0.0031	6998	
575	0.0031	6998	
576	0.0031	6997	
577	0.0030	6999	
578	0.0033	6996	
579	0.0028	6998	
580	0.0029	6997	
581	0.0030	6994	
582	0.0029	6997	
583	0.0030	6997	
584	0.0031	6996	
585	0.0032	6996	
586	0.0029	6997	
587	0.0032	6995	
588	0.0030	6996	
589	0.0032	6998	
590	0.0031	6996	
591	0.0029	6994	
592	0.0030	6997	
593	0.0029	6996	
594	0.0032	6995	
595	0.0030	6995	
596	0.0032	6996	
597	0.0029	6998	
598	0.0031	6996	
599	0.0027	6995	
600	0.0032	6996	
